web_name,price,position,team,avg_points_per_game,expected_points,xG,xA,fixture,image_url
Kporha,4.0,DEF,CRY,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p590012.png
Broja,5.4,FWD,EVE,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p440323.png
A.Doucoure,5.2,MID,EVE,2.0,2.7,0.23,0.14,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p121599.png
Beto,5.0,FWD,EVE,1.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p486385.png
Branthwaite,4.8,DEF,EVE,2.0,0.3,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p480455.png
Calvert-Lewin,6.0,FWD,EVE,3.6,1.7,3.24,0.44,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p177815.png
Coleman,4.3,DEF,EVE,1.0,0.0,0.62,0.01,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p59949.png
Gana,4.9,MID,EVE,1.9,1.7,0.63,0.12,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p80801.png
Garner,5.0,MID,EVE,1.8,0.0,0.05,0.05,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p232928.png
Harrison,5.3,MID,EVE,2.2,3.3,0.79,0.71,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p221399.png
Iroegbunam,4.5,MID,EVE,1.3,0.0,0.21,0.08,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p490094.png
J.Virginia,4.0,GK,EVE,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p222627.png
Keane,4.2,DEF,EVE,4.1,6.7,0.29,0.02,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p106611.png
McNeil,5.8,MID,EVE,5.9,7.7,0.58,3.24,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p433154.png
Mykolenko,4.3,DEF,EVE,2.0,3.0,0.02,0.18,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p224967.png
Ndiaye,5.4,FWD,EVE,3.4,4.7,0.80,0.37,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p440993.png
Patterson,4.4,DEF,EVE,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p243571.png
Pickford,4.8,GK,EVE,3.9,7.7,0.00,0.05,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p111234.png
Tarkowski,4.8,DEF,EVE,2.5,5.3,0.63,0.25,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p17761.png
Y. Chermiti,4.9,FWD,EVE,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p491012.png
Young,4.5,DEF,EVE,3.5,5.7,0.06,0.46,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p18892.png
Lindstrøm,5.2,MID,EVE,1.5,0.3,0.51,0.47,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p463903.png
O'Brien,4.7,DEF,EVE,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p512462.png
Armstrong,4.5,MID,EVE,1.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p609873.png
Begovic,4.0,GK,EVE,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p40349.png
Dixon,4.0,DEF,EVE,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p496178.png
Mangala,5.0,MID,EVE,1.4,1.3,0.11,0.07,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p179519.png
Nelson,5.0,MID,FUL,2.3,2.0,0.41,0.35,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p200641.png
Smith Rowe,5.7,MID,FUL,4.4,1.7,1.48,0.79,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p209289.png
Andersen,4.3,DEF,FUL,1.8,2.3,0.17,0.08,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p174874.png
Adama,5.1,MID,FUL,3.8,2.3,2.45,1.72,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p159533.png
Andreas,5.3,MID,FUL,2.9,4.7,1.89,1.74,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p156689.png
Bassey,4.5,DEF,FUL,1.9,2.0,0.19,0.07,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p232892.png
Benda,4.0,GK,FUL,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p428971.png
Cairney,4.8,MID,FUL,0.7,0.7,0.00,0.51,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p76357.png
Castagne,4.2,DEF,FUL,1.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p166477.png
Diop,4.5,DEF,FUL,1.0,-0.3,0.20,0.02,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p219924.png
Iwobi,5.5,MID,FUL,3.6,2.3,0.75,1.74,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p153133.png
Leno,5.0,GK,FUL,3.1,4.0,0.00,0.02,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p80201.png
Lukić,4.9,MID,FUL,1.6,0.0,0.00,0.20,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p212314.png
Muniz,5.7,FWD,FUL,2.6,2.3,1.41,0.03,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p244042.png
Raúl,5.7,FWD,FUL,4.9,7.0,2.89,0.87,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p102057.png
Reed,4.8,MID,FUL,0.7,0.0,0.00,0.09,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p153366.png
Robinson,4.7,DEF,FUL,3.2,3.0,0.13,0.69,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p169528.png
Tete,4.5,DEF,FUL,2.0,2.3,0.79,0.13,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p167074.png
Vinicius,5.0,FWD,FUL,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p245824.png
Wilson,5.3,MID,FUL,0.8,0.3,0.00,0.03,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p153682.png
Sessegnon,4.3,DEF,FUL,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p184349.png
J.Cuenca,4.4,DEF,FUL,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p246301.png
King,4.5,MID,FUL,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p577725.png
Godo,4.5,MID,FUL,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p573062.png
Berge,5.0,MID,FUL,1.3,1.7,0.00,0.04,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p207189.png
Al-Hamadi,4.9,FWD,IPS,0.3,0.0,0.00,0.02,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p462387.png
Broadhead,4.9,MID,IPS,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p173818.png
Burgess,3.9,DEF,IPS,1.0,0.3,0.11,0.01,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p122411.png
Burns,4.9,MID,IPS,1.3,1.7,0.17,0.57,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p149929.png
Chaplin,5.2,MID,IPS,1.1,0.7,0.15,0.04,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p196411.png
H.Clarke,4.0,DEF,IPS,1.0,0.3,0.00,0.02,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p232228.png
Davis,4.5,DEF,IPS,2.4,1.0,0.30,1.59,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p455084.png
Delap,5.7,FWD,IPS,4.1,6.7,1.36,0.08,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p463034.png
Greaves,4.1,DEF,IPS,1.6,0.0,0.42,0.01,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p449429.png
Hirst,5.4,FWD,IPS,1.0,1.0,0.50,0.01,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p222625.png
Hutchinson,5.3,MID,IPS,2.2,3.3,0.49,0.42,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p503301.png
Johnson,4.0,DEF,IPS,1.0,0.0,0.00,0.22,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p222018.png
Luongo,4.5,MID,IPS,1.5,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p106606.png
Morsy,4.9,MID,IPS,2.5,1.7,0.22,0.57,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p74944.png
Slicker,4.0,GK,IPS,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p434044.png
Taylor,4.8,MID,IPS,0.7,0.7,0.31,0.10,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p231899.png
Tuanzebe,4.0,DEF,IPS,1.8,0.0,0.18,0.04,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p180804.png
Walton,4.4,GK,IPS,2.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p108813.png
Woolfenden,4.0,DEF,IPS,0.8,0.3,0.03,0.01,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p220583.png
Phillips,4.9,MID,IPS,2.0,2.0,0.19,0.20,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p155405.png
Muric,4.4,GK,IPS,3.1,2.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p232917.png
Townsend,4.0,DEF,IPS,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p108053.png
Szmodics,5.8,MID,IPS,1.9,1.0,1.08,0.11,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p172453.png
Cajuste,4.5,MID,IPS,1.5,0.0,0.02,0.02,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p454667.png
O'Shea,4.0,DEF,IPS,2.0,0.5,0.30,0.02,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p216616.png
J.Clarke,5.5,MID,IPS,1.8,2.7,0.53,0.36,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p443261.png
Ogbene,5.0,MID,IPS,1.5,1.0,0.00,0.05,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p229164.png
Buonanotte,5.0,MID,LEI,4.9,7.5,2.03,0.77,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p536916.png
J.Ayew,5.2,MID,LEI,1.9,3.5,0.88,0.13,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p80146.png
Edouard,5.3,FWD,LEI,1.2,1.2,0.39,0.07,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p199670.png
B.Soumaré,4.4,MID,LEI,0.5,0.5,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p225902.png
Choudhury,4.4,MID,LEI,1.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p197469.png
Coady,4.0,DEF,LEI,0.0,0.5,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p94147.png
Daka,4.8,FWD,LEI,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p245419.png
De Cordova-Reid,5.2,MID,LEI,1.3,1.5,0.10,0.06,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p96994.png
Faes,4.2,DEF,LEI,2.4,2.8,0.83,0.10,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p218218.png
Golding,4.4,MID,LEI,0.0,0.5,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p549640.png
Hermansen,4.5,GK,LEI,3.0,4.8,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p467189.png
Iversen,4.0,GK,LEI,0.0,0.5,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p207270.png
Justin,4.6,DEF,LEI,3.8,8.2,0.37,0.14,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p220627.png
Kristiansen,4.5,DEF,LEI,1.5,2.5,0.00,0.40,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p481510.png
Mavididi,5.3,MID,LEI,3.4,2.8,0.74,1.50,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p154048.png
McAteer,4.8,MID,LEI,1.0,0.5,0.02,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p461587.png
Ndidi,5.0,MID,LEI,3.1,2.5,0.24,0.94,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p203341.png
Okoli,4.0,DEF,LEI,2.0,3.5,0.14,0.03,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p473341.png
Ricardo,4.3,DEF,LEI,0.0,0.5,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p111931.png
Stolarczyk,4.0,GK,LEI,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p436680.png
Thomas,3.9,DEF,LEI,0.0,0.5,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p244619.png
Vardy,5.7,FWD,LEI,3.8,3.5,2.93,0.09,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p101668.png
Vestergaard,4.0,DEF,LEI,1.0,0.5,0.01,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p93100.png
Ward,4.0,GK,LEI,0.0,0.5,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p95463.png
Winks,4.5,MID,LEI,2.0,2.2,0.02,0.52,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p157668.png
Skipp,4.9,MID,LEI,1.5,2.2,0.05,0.21,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p209042.png
A.Fatawu,5.4,MID,LEI,2.5,2.5,0.32,0.95,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p531442.png
Alves,4.5,MID,LEI,0.0,0.5,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p532534.png
El Khannouss,4.9,MID,LEI,1.2,1.5,0.08,0.27,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p513527.png
A.Becker,5.4,GK,LIV,5.8,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p116535.png
Alexander-Arnold,7.1,DEF,LIV,5.4,4.2,0.33,2.58,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p169187.png
Bradley,4.7,DEF,LIV,1.0,0.5,0.24,0.15,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p492777.png
Darwin,7.1,FWD,LIV,2.0,0.8,0.46,0.01,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p447203.png
Diogo J.,7.4,MID,LIV,5.0,6.2,2.72,0.32,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p194634.png
Elliott,5.2,MID,LIV,1.0,0.1,0.00,0.02,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p444884.png
Endo,4.8,MID,LIV,1.0,0.8,0.00,0.01,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p158983.png
Gakpo,7.1,FWD,LIV,1.4,2.8,0.52,0.50,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p243298.png
Gomez,4.8,DEF,LIV,1.0,1.2,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p171287.png
Gravenberch,5.0,MID,LIV,2.5,3.2,0.12,1.05,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p441266.png
Jones,5.3,MID,LIV,3.8,6.2,1.06,0.07,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p206915.png
Kelleher,4.4,GK,LIV,5.5,1.2,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p200720.png
Konaté,5.3,DEF,LIV,4.8,5.2,0.40,0.09,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p204716.png
Luis Díaz,7.9,MID,LIV,6.9,1.8,2.89,0.75,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p244731.png
M.Salah,12.6,MID,LIV,9.2,8.8,4.77,1.52,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p118748.png
Mac Allister,6.2,MID,LIV,1.9,0.9,0.19,1.29,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p243016.png
McConnell,4.5,MID,LIV,0.0,0.5,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p491501.png
Morton,4.4,MID,LIV,0.0,0.5,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p440148.png
Quansah,4.0,DEF,LIV,1.0,0.5,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p441428.png
Robertson,6.0,DEF,LIV,3.8,2.2,0.38,1.07,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p122798.png
Szoboszlai,6.4,MID,LIV,2.9,1.8,1.45,0.99,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p424876.png
Tsimikas,4.6,DEF,LIV,2.2,1.9,0.03,0.08,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p214285.png
Virgil,6.0,DEF,LIV,4.8,4.5,0.21,0.18,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p97032.png
Chiesa,6.8,MID,LIV,1.0,0.1,0.16,0.08,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p223541.png
Jaros,4.0,GK,LIV,1.0,0.8,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p432987.png
Akanji,5.5,DEF,MCI,2.3,2.3,0.09,0.72,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p211975.png
Aké,5.3,DEF,MCI,1.0,0.5,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p126184.png
Bernardo,6.5,MID,MCI,3.4,4.3,1.23,1.65,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p165809.png
Bobb,4.7,MID,MCI,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p477555.png
Carson,4.0,GK,MCI,0.0,1.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p17601.png
De Bruyne,9.4,MID,MCI,4.5,0.0,1.21,2.17,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p61366.png
Doku,6.3,MID,MCI,3.0,5.0,0.40,1.04,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p248875.png
Ederson M.,5.5,GK,MCI,2.9,2.3,0.00,0.01,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p121160.png
Foden,9.2,MID,MCI,1.8,3.3,0.26,1.08,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p209244.png
Grealish,6.4,MID,MCI,2.1,4.3,0.54,1.04,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p114283.png
Gvardiol,6.1,DEF,MCI,4.1,7.7,0.39,1.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p477424.png
Haaland,15.4,FWD,MCI,8.6,3.0,6.39,0.39,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p223094.png
Kovačić,5.6,MID,MCI,4.8,7.0,0.71,0.81,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p91651.png
Lewis,4.8,DEF,MCI,3.3,3.7,0.72,0.36,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p477064.png
Matheus N.,4.9,MID,MCI,1.6,1.7,0.04,0.17,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p465351.png
McAtee,4.7,MID,MCI,1.0,1.0,0.00,0.02,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p432714.png
Ortega Moreno,5.3,GK,MCI,0.0,1.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p88248.png
Rodrigo,6.3,MID,MCI,1.0,0.0,0.00,0.09,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p220566.png
Rúben,5.5,DEF,MCI,1.5,2.3,0.60,0.62,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p171314.png
Stones,5.3,DEF,MCI,3.8,4.3,0.60,0.11,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p97299.png
Walker,5.3,DEF,MCI,1.4,2.0,0.12,0.85,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p58621.png
Sávio,6.5,MID,MCI,3.3,1.7,1.05,1.84,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p510281.png
O’Reilly,5.0,MID,MCI,0.0,0.8,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p472769.png
Gündogan,6.5,MID,MCI,1.7,3.0,1.26,0.98,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p59859.png
Amad,5.0,MID,MUN,3.3,0.3,0.43,0.86,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p493250.png
Antony,5.7,MID,MUN,1.0,0.3,0.15,0.05,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p467169.png
B.Fernandes,8.2,MID,MUN,2.6,2.0,2.02,1.41,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p141746.png
Bayindir,4.4,GK,MUN,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p451302.png
Casemiro,4.8,MID,MUN,1.6,1.3,0.50,0.84,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p61256.png
Dalot,5.1,DEF,MUN,4.5,2.3,0.19,0.84,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p216051.png
Eriksen,5.4,MID,MUN,1.8,1.7,0.07,0.96,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p80607.png
Evans,4.4,DEF,MUN,3.0,3.3,0.08,0.02,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p37642.png
Garnacho,6.2,MID,MUN,3.8,5.0,2.77,0.42,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p493105.png
Heaton,4.0,GK,MUN,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p21205.png
Højlund,6.9,FWD,MUN,3.0,3.7,0.42,0.03,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p497894.png
Lindelof,4.3,DEF,MUN,0.5,0.3,0.00,0.01,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p184667.png
Maguire,4.9,DEF,MUN,1.6,0.0,0.04,0.02,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p95658.png
Mainoo,5.2,MID,MUN,1.9,0.0,0.13,0.45,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p516895.png
Malacia,4.4,DEF,MUN,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p222690.png
Martinez,4.5,DEF,MUN,3.0,0.7,0.81,0.28,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p221820.png
Mount,6.3,MID,MUN,1.0,0.0,0.39,0.04,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p184341.png
Onana,5.0,GK,MUN,5.1,3.7,0.00,0.19,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p202641.png
Rashford,6.9,MID,MUN,3.2,3.3,0.65,1.18,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p176297.png
Shaw,4.9,DEF,MUN,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p106760.png
Zirkzee,6.7,FWD,MUN,2.1,1.0,2.44,0.33,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p458249.png
Yoro,4.3,DEF,MUN,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p550864.png
De Ligt,5.0,DEF,MUN,3.4,1.3,1.12,0.02,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p209365.png
Mazraoui,4.6,DEF,MUN,3.4,0.7,0.20,0.47,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p230001.png
Collyer,4.5,MID,MUN,1.0,0.0,0.00,0.01,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p490881.png
Wheatley,4.5,FWD,MUN,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p575034.png
Ugarte,4.9,MID,MUN,1.0,0.5,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p232112.png
Fletcher,4.5,MID,MUN,0.0,1.1,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p547037.png
A.Murphy,4.0,DEF,NEW,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p545477.png
Almirón,5.6,MID,NEW,1.0,0.7,0.19,0.13,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p179018.png
Barnes,6.5,MID,NEW,4.9,2.0,1.30,0.89,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p201666.png
Botman,4.4,DEF,NEW,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p220237.png
Bruno G.,6.2,MID,NEW,2.6,2.0,0.49,0.93,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p208706.png
Burn,4.4,DEF,NEW,2.4,3.7,0.41,0.12,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p78916.png
Dúbravka,4.3,GK,NEW,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p67089.png
Gordon,7.3,MID,NEW,3.9,4.0,3.47,1.38,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p232826.png
Hall,4.3,DEF,NEW,2.2,2.7,0.00,0.51,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p487838.png
Hayden,4.5,MID,NEW,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p153127.png
Isak,8.3,FWD,NEW,3.5,0.7,2.22,0.49,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p219168.png
J.Murphy,5.1,MID,NEW,2.2,2.3,0.31,1.20,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p114243.png
Joelinton,6.0,MID,NEW,2.6,2.0,1.47,0.37,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p180974.png
Kelly,4.4,DEF,NEW,1.6,0.0,0.19,0.10,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p235530.png
Krafth,4.4,DEF,NEW,3.3,0.0,0.04,0.03,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p111773.png
Kuol,4.5,MID,NEW,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p564510.png
Lascelles,4.5,DEF,NEW,0.0,0.0,0.00,0.00,N/A,https://resources.premierleague.com/premierleague/photos/players/110x140/p101148.png
